Date,WMT-VAR,COST-VAR,TGT-VAR
2025-08-28,0.00023980643542197117,0.0005659305513093548,4.470738952818326e-05
2025-08-29,0.0004658012918268357,0.00038708338134119905,-0.0004091071336978402
2025-09-02,0.0007385610612469141,0.0007837255928515493,0.00021785805580548672
2025-09-03,0.0007207062366498584,0.0007928571797066302,0.00023424517135874125
2025-09-04,0.000715985865412907,0.0007917111040186176,0.0002375108982736599
2025-09-05,0.0007153800428180131,0.0007902780757390779,0.00023547145567888239
2025-09-08,0.0007153550236111707,0.0007900557312254137,0.00023500189264392252
2025-09-09,0.0007153954337160419,0.0007900868230184694,0.00023502254973283433
2025-09-10,0.000715399724776545,0.000790094813361027,0.00023503477809442238
2025-09-11,0.000715399425545183,0.0007900958398892326,0.00023503741902285163
2025-09-12,0.0007153992337372167,0.0007900957183970798,0.00023503734329460556
2025-09-15,0.0007153992009050562,0.0007900956524619483,0.00023503723334459487
2025-09-16,0.000715399203713535,0.0007900956476064135,0.0002350372217852326
2025-09-17,0.0007153992050960202,0.0007900956487015606,0.00023503722271904544
2025-09-18,0.0007153992052428764,0.0007900956490709766,0.00023503722329902904
2025-09-19,0.0007153992052259302,0.000790095649099862,0.00023503722337567506
2025-09-22,0.0007153992052172154,0.0007900956490917729,0.00023503722336859527
2025-09-23,0.0007153992052163535,0.0007900956490895484,0.00023503722336487407
2025-09-24,0.0007153992052164899,0.0007900956490894076,0.0002350372233644174
2025-09-25,0.0007153992052165427,0.0007900956490894586,0.0002350372233644704
2025-09-26,0.0007153992052165477,0.0007900956490894729,0.00023503722336449574
2025-09-29,0.0007153992052165467,0.0007900956490894736,0.00023503722336449807
2025-09-30,0.0007153992052165464,0.0007900956490894732,0.00023503722336449764
2025-10-01,0.0007153992052165464,0.0007900956490894731,0.0002350372233644975
2025-10-02,0.0007153992052165464,0.0007900956490894731,0.00023503722336449748
2025-10-03,0.0007153992052165464,0.0007900956490894731,0.00023503722336449748
2025-10-06,0.0007153992052165464,0.0007900956490894731,0.0002350372233644975
2025-10-07,0.0007153992052165464,0.0007900956490894731,0.0002350372233644975
2025-10-08,0.0007153992052165464,0.0007900956490894731,0.00023503722336449748
2025-10-09,0.0007153992052165464,0.0007900956490894731,0.00023503722336449748
2025-10-10,0.0007153992052165464,0.0007900956490894731,0.0002350372233644975
2025-10-13,0.0007153992052165464,0.0007900956490894731,0.0002350372233644975
2025-10-14,0.0007153992052165464,0.0007900956490894731,0.00023503722336449748
2025-10-15,0.0007153992052165464,0.0007900956490894731,0.00023503722336449748
2025-10-16,0.0007153992052165464,0.0007900956490894731,0.0002350372233644975
2025-10-17,0.0007153992052165464,0.0007900956490894731,0.0002350372233644975
2025-10-20,0.0007153992052165464,0.0007900956490894731,0.00023503722336449748
2025-10-21,0.0007153992052165464,0.0007900956490894731,0.00023503722336449748
2025-10-22,0.0007153992052165464,0.0007900956490894731,0.0002350372233644975
2025-10-23,0.0007153992052165464,0.0007900956490894731,0.0002350372233644975
2025-10-24,0.0007153992052165464,0.0007900956490894731,0.00023503722336449748
2025-10-27,0.0007153992052165464,0.0007900956490894731,0.00023503722336449748
2025-10-28,0.0007153992052165464,0.0007900956490894731,0.0002350372233644975
2025-10-29,0.0007153992052165464,0.0007900956490894731,0.0002350372233644975
2025-10-30,0.0007153992052165464,0.0007900956490894731,0.00023503722336449748
2025-10-31,0.0007153992052165464,0.0007900956490894731,0.00023503722336449748
2025-11-03,0.0007153992052165464,0.0007900956490894731,0.0002350372233644975
2025-11-04,0.0007153992052165464,0.0007900956490894731,0.0002350372233644975
2025-11-05,0.0007153992052165464,0.0007900956490894731,0.00023503722336449748
2025-11-06,0.0007153992052165464,0.0007900956490894731,0.00023503722336449748
2025-11-07,0.0007153992052165464,0.0007900956490894731,0.0002350372233644975
2025-11-10,0.0007153992052165464,0.0007900956490894731,0.0002350372233644975
2025-11-11,0.0007153992052165464,0.0007900956490894731,0.00023503722336449748
2025-11-12,0.0007153992052165464,0.0007900956490894731,0.00023503722336449748
2025-11-13,0.0007153992052165464,0.0007900956490894731,0.0002350372233644975
2025-11-14,0.0007153992052165464,0.0007900956490894731,0.0002350372233644975
2025-11-17,0.0007153992052165464,0.0007900956490894731,0.00023503722336449748
2025-11-18,0.0007153992052165464,0.0007900956490894731,0.00023503722336449748
2025-11-19,0.0007153992052165464,0.0007900956490894731,0.0002350372233644975
2025-11-20,0.0007153992052165464,0.0007900956490894731,0.0002350372233644975
