Date,AAPL-VAR,MSFT-VAR,NVDA-VAR
2025-08-28,-0.00017748873095584875,-0.0006461835739132906,0.0005831624693500553
2025-08-29,0.0010396973244940644,0.0012147696103458146,0.0025670981077035473
2025-09-02,0.0008527416538659455,0.000927901389772513,0.0021806743032139497
2025-09-03,0.0008801141540429692,0.0009694121563204538,0.002240362105176423
2025-09-04,0.0008762204713124736,0.0009635098673696088,0.00223170148275332
2025-09-05,0.0008767709864262762,0.0009643434505297518,0.002232933329325078
2025-09-08,0.0008766933921863206,0.0009642259724264543,0.002232759307155403
2025-09-09,0.0008767043202026954,0.0009642425156088056,0.002232783833633296
2025-09-10,0.0008767027816986843,0.0009642401866184097,0.002232780379728225
2025-09-11,0.0008767029982750954,0.0009642405144681208,0.002232780865981082
2025-09-12,0.0008767029677887382,0.0009642404683185189,0.0022327807975315063
2025-09-15,0.0008767029720800916,0.0009642404748146697,0.002232780807166786
2025-09-16,0.0008767029714760305,0.0009642404739002564,0.0022327808058104958
2025-09-17,0.0008767029715610594,0.0009642404740289711,0.0022327808060014103
2025-09-18,0.0008767029715490906,0.000964240474010853,0.002232780805974537
2025-09-19,0.0008767029715507753,0.0009642404740134033,0.00223278080597832
2025-09-22,0.0008767029715505382,0.0009642404740130444,0.0022327808059777873
2025-09-23,0.0008767029715505716,0.0009642404740130949,0.0022327808059778623
2025-09-24,0.0008767029715505668,0.0009642404740130878,0.0022327808059778515
2025-09-25,0.0008767029715505675,0.0009642404740130888,0.002232780805977853
2025-09-26,0.0008767029715505675,0.0009642404740130887,0.0022327808059778528
2025-09-29,0.0008767029715505675,0.0009642404740130887,0.0022327808059778528
2025-09-30,0.0008767029715505675,0.0009642404740130887,0.0022327808059778528
2025-10-01,0.0008767029715505675,0.0009642404740130887,0.0022327808059778528
2025-10-02,0.0008767029715505675,0.0009642404740130887,0.0022327808059778528
2025-10-03,0.0008767029715505675,0.0009642404740130887,0.0022327808059778528
2025-10-06,0.0008767029715505675,0.0009642404740130887,0.0022327808059778528
2025-10-07,0.0008767029715505675,0.0009642404740130887,0.0022327808059778528
2025-10-08,0.0008767029715505675,0.0009642404740130887,0.0022327808059778528
2025-10-09,0.0008767029715505675,0.0009642404740130887,0.0022327808059778528
2025-10-10,0.0008767029715505675,0.0009642404740130887,0.0022327808059778528
2025-10-13,0.0008767029715505675,0.0009642404740130887,0.0022327808059778528
2025-10-14,0.0008767029715505675,0.0009642404740130887,0.0022327808059778528
2025-10-15,0.0008767029715505675,0.0009642404740130887,0.0022327808059778528
2025-10-16,0.0008767029715505675,0.0009642404740130887,0.0022327808059778528
2025-10-17,0.0008767029715505675,0.0009642404740130887,0.0022327808059778528
2025-10-20,0.0008767029715505675,0.0009642404740130887,0.0022327808059778528
2025-10-21,0.0008767029715505675,0.0009642404740130887,0.0022327808059778528
2025-10-22,0.0008767029715505675,0.0009642404740130887,0.0022327808059778528
2025-10-23,0.0008767029715505675,0.0009642404740130887,0.0022327808059778528
2025-10-24,0.0008767029715505675,0.0009642404740130887,0.0022327808059778528
2025-10-27,0.0008767029715505675,0.0009642404740130887,0.0022327808059778528
2025-10-28,0.0008767029715505675,0.0009642404740130887,0.0022327808059778528
2025-10-29,0.0008767029715505675,0.0009642404740130887,0.0022327808059778528
2025-10-30,0.0008767029715505675,0.0009642404740130887,0.0022327808059778528
2025-10-31,0.0008767029715505675,0.0009642404740130887,0.0022327808059778528
2025-11-03,0.0008767029715505675,0.0009642404740130887,0.0022327808059778528
2025-11-04,0.0008767029715505675,0.0009642404740130887,0.0022327808059778528
2025-11-05,0.0008767029715505675,0.0009642404740130887,0.0022327808059778528
2025-11-06,0.0008767029715505675,0.0009642404740130887,0.0022327808059778528
2025-11-07,0.0008767029715505675,0.0009642404740130887,0.0022327808059778528
2025-11-10,0.0008767029715505675,0.0009642404740130887,0.0022327808059778528
2025-11-11,0.0008767029715505675,0.0009642404740130887,0.0022327808059778528
2025-11-12,0.0008767029715505675,0.0009642404740130887,0.0022327808059778528
2025-11-13,0.0008767029715505675,0.0009642404740130887,0.0022327808059778528
2025-11-14,0.0008767029715505675,0.0009642404740130887,0.0022327808059778528
2025-11-17,0.0008767029715505675,0.0009642404740130887,0.0022327808059778528
2025-11-18,0.0008767029715505675,0.0009642404740130887,0.0022327808059778528
2025-11-19,0.0008767029715505675,0.0009642404740130887,0.0022327808059778528
2025-11-20,0.0008767029715505675,0.0009642404740130887,0.0022327808059778528
